temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
22.4,70.5,6.2,12.6,2171-09-29,Zone 2,0.94,224.25,121.28,['seisme']
22.4,70.5,6.2,12.6,2171-09-29,Zone 1,0.92,211.5,0.1,['seisme']
22.4,70.5,6.2,12.6,2171-09-29,Zone 3,0.65,121.93,758.65,['innondation']
7.2,64.4,3.4,4.1,2170-01-03,Zone 2,0.65,163.94,273.09,['innondation']
7.2,64.4,3.4,4.1,2170-01-03,Zone 1,0.51,213.7,421.72,['aucun']
7.2,64.4,3.4,4.1,2170-01-03,Zone 3,0.58,151.46,618.95,['innondation']
12.6,69.9,3.2,3.2,2171-01-03,Zone 2,0.81,224.02,428.63,"['innondation', 'seisme']"
12.6,69.9,3.2,3.2,2171-01-03,Zone 1,0.84,252.67,322.62,['seisme']
12.6,69.9,3.2,3.2,2171-01-03,Zone 3,0.43,137.11,912.33,['innondation']
24.8,65.2,5.8,13.8,2170-10-03,Zone 2,0.7,235.92,609.5,['aucun']
24.8,65.2,5.8,13.8,2170-10-03,Zone 1,0.68,150.64,693.03,['aucun']
24.8,65.2,5.8,13.8,2170-10-03,Zone 3,0.38,160.17,578.14,['innondation']
21.8,67.2,3.0,2.5,2171-10-03,Zone 2,0.6,206.44,361.37,['aucun']
21.8,67.2,3.0,2.5,2171-10-03,Zone 1,0.97,222.37,671.98,['aucun']
21.8,67.2,3.0,2.5,2171-10-03,Zone 3,0.35,176.69,599.51,['innondation']
13.7,63.6,9.1,13.5,2170-11-03,Zone 2,1.0,289.44,704.77,['aucun']
13.7,63.6,9.1,13.5,2170-11-03,Zone 1,0.64,259.16,494.85,['seisme']
13.7,63.6,9.1,13.5,2170-11-03,Zone 3,0.65,104.23,797.58,['innondation']
19.9,72.0,8.3,14.6,2171-11-03,Zone 2,0.75,280.58,495.43,"['innondation', 'seisme']"
19.9,72.0,8.3,14.6,2171-11-03,Zone 1,0.75,264.95,500.37,['seisme']
19.9,72.0,8.3,14.6,2171-11-03,Zone 3,0.66,137.81,391.63,['innondation']
12.1,57.2,7.4,12.7,2170-12-03,Zone 2,0.75,211.44,406.45,"['innondation', 'seisme']"
12.1,57.2,7.4,12.7,2170-12-03,Zone 1,0.56,197.6,546.53,['aucun']
12.1,57.2,7.4,12.7,2170-12-03,Zone 3,0.47,102.89,502.1,['innondation']
15.0,60.2,2.9,3.4,2171-12-03,Zone 2,0.9,170.33,856.22,['innondation']
15.0,60.2,2.9,3.4,2171-12-03,Zone 1,0.81,242.16,570.76,['seisme']
15.0,60.2,2.9,3.4,2171-12-03,Zone 3,0.65,161.78,86.47,['aucun']
16.3,71.6,4.3,7.0,2170-02-03,Zone 2,0.9,288.09,311.7,"['innondation', 'seisme']"
16.3,71.6,4.3,7.0,2170-02-03,Zone 1,0.64,165.83,303.36,['aucun']
16.3,71.6,4.3,7.0,2170-02-03,Zone 3,0.32,173.89,866.67,['aucun']
11.4,72.8,3.8,4.9,2171-02-03,Zone 2,0.72,259.28,529.42,"['innondation', 'seisme']"
11.4,72.8,3.8,4.9,2171-02-03,Zone 1,0.62,190.95,723.63,['aucun']
11.4,72.8,3.8,4.9,2171-02-03,Zone 3,0.57,147.2,963.97,['innondation']
20.0,58.5,5.7,12.0,2170-03-03,Zone 2,0.79,295.0,442.08,"['innondation', 'seisme']"
20.0,58.5,5.7,12.0,2170-03-03,Zone 1,0.51,196.18,643.73,['aucun']
20.0,58.5,5.7,12.0,2170-03-03,Zone 3,0.6,114.99,920.48,['innondation']
14.7,68.3,3.7,6.0,2171-03-03,Zone 2,0.85,219.71,642.32,"['innondation', 'seisme']"
14.7,68.3,3.7,6.0,2171-03-03,Zone 1,0.89,291.4,387.54,['aucun']
14.7,68.3,3.7,6.0,2171-03-03,Zone 3,0.56,188.84,390.8,['innondation']
20.4,46.3,8.6,17.8,2170-04-03,Zone 2,0.98,207.99,937.64,"['innondation', 'seisme']"
20.4,46.3,8.6,17.8,2170-04-03,Zone 1,0.64,290.14,87.11,['seisme']
20.4,46.3,8.6,17.8,2170-04-03,Zone 3,0.41,174.0,681.79,['innondation']
10.7,61.2,4.4,6.6,2171-04-03,Zone 2,0.74,297.42,345.03,"['innondation', 'seisme']"
10.7,61.2,4.4,6.6,2171-04-03,Zone 1,0.59,221.3,363.7,['aucun']
10.7,61.2,4.4,6.6,2171-04-03,Zone 3,0.34,116.62,256.53,['innondation']
23.7,39.6,3.8,7.6,2170-05-03,Zone 2,0.72,276.72,329.57,['aucun']
23.7,39.6,3.8,7.6,2170-05-03,Zone 1,0.52,247.04,183.16,['aucun']
23.7,39.6,3.8,7.6,2170-05-03,Zone 3,0.58,104.81,515.54,['innondation']
24.5,60.9,4.0,8.7,2171-05-03,Zone 2,0.95,262.33,776.77,"['innondation', 'seisme']"
24.5,60.9,4.0,8.7,2171-05-03,Zone 1,0.86,211.17,460.61,['aucun']
24.5,60.9,4.0,8.7,2171-05-03,Zone 3,0.61,199.8,366.28,['innondation']
33.4,55.1,4.0,15.2,2170-06-03,Zone 2,0.79,226.12,564.84,"['innondation', 'seisme']"
33.4,55.1,4.0,15.2,2170-06-03,Zone 1,0.58,167.37,130.92,['aucun']
33.4,55.1,4.0,15.2,2170-06-03,Zone 3,0.65,198.69,318.51,['aucun']
36.9,51.1,3.4,12.4,2171-06-03,Zone 2,0.8,185.53,852.91,['innondation']
36.9,51.1,3.4,12.4,2171-06-03,Zone 1,0.76,249.89,60.96,['seisme']
36.9,51.1,3.4,12.4,2171-06-03,Zone 3,0.56,146.15,306.82,['aucun']
37.0,55.4,2.9,6.0,2170-07-03,Zone 2,0.85,160.61,476.65,['aucun']
37.0,55.4,2.9,6.0,2170-07-03,Zone 1,0.97,190.95,94.82,['aucun']
37.0,55.4,2.9,6.0,2170-07-03,Zone 3,0.57,193.98,930.98,['innondation']
40.6,39.3,3.9,11.2,2171-07-03,Zone 2,0.83,231.87,718.06,"['innondation', 'seisme']"
40.6,39.3,3.9,11.2,2171-07-03,Zone 1,0.71,150.38,141.55,['aucun']
40.6,39.3,3.9,11.2,2171-07-03,Zone 3,0.53,143.02,706.81,['innondation']
34.1,48.4,2.5,6.8,2170-08-03,Zone 2,0.5,278.48,138.9,['innondation']
34.1,48.4,2.5,6.8,2170-08-03,Zone 1,0.88,174.63,743.1,['aucun']
34.1,48.4,2.5,6.8,2170-08-03,Zone 3,0.41,104.18,132.78,['innondation']
44.1,31.1,3.0,9.3,2171-08-03,Zone 2,0.62,223.93,195.25,['aucun']
44.1,31.1,3.0,9.3,2171-08-03,Zone 1,0.79,185.96,677.73,['aucun']
44.1,31.1,3.0,9.3,2171-08-03,Zone 3,0.57,123.03,294.4,['innondation']
35.3,44.0,2.1,5.6,2171-09-03,Zone 2,0.62,229.72,176.4,"['innondation', 'seisme']"
35.3,44.0,2.1,5.6,2171-09-03,Zone 1,0.69,252.68,68.52,['seisme']
35.3,44.0,2.1,5.6,2171-09-03,Zone 3,0.39,195.58,266.94,['innondation']
16.2,63.5,12.5,21.6,2170-01-30,Zone 2,0.78,197.99,813.86,['innondation']
16.2,63.5,12.5,21.6,2170-01-30,Zone 1,0.53,231.33,121.93,['aucun']
16.2,63.5,12.5,21.6,2170-01-30,Zone 3,0.44,155.54,556.38,['innondation']
5.0,69.8,4.1,6.7,2171-01-30,Zone 2,0.53,251.25,308.4,['innondation']
5.0,69.8,4.1,6.7,2171-01-30,Zone 1,0.81,268.05,53.7,['seisme']
5.0,69.8,4.1,6.7,2171-01-30,Zone 3,0.5,122.47,751.62,['innondation']
26.4,56.0,4.5,8.4,2170-10-30,Zone 2,0.54,234.27,477.9,['innondation']
26.4,56.0,4.5,8.4,2170-10-30,Zone 1,0.63,246.25,663.12,['seisme']
26.4,56.0,4.5,8.4,2170-10-30,Zone 3,0.51,130.48,75.87,['innondation']
25.4,52.7,4.8,11.8,2171-10-30,Zone 2,0.94,160.64,242.73,['innondation']
25.4,52.7,4.8,11.8,2171-10-30,Zone 1,0.98,251.63,640.26,['aucun']
25.4,52.7,4.8,11.8,2171-10-30,Zone 3,0.6,194.49,348.26,['aucun']
-6.4,55.8,3.1,3.4,2170-11-30,Zone 2,0.55,159.83,293.05,['innondation']
-6.4,55.8,3.1,3.4,2170-11-30,Zone 1,0.69,247.41,552.63,['seisme']
-6.4,55.8,3.1,3.4,2170-11-30,Zone 3,0.69,189.76,348.13,['innondation']
12.3,70.4,3.0,3.3,2171-11-30,Zone 2,0.58,200.5,294.54,['innondation']
12.3,70.4,3.0,3.3,2171-11-30,Zone 1,0.56,261.93,433.07,['aucun']
12.3,70.4,3.0,3.3,2171-11-30,Zone 3,0.44,151.99,619.87,['innondation']
18.8,77.8,2.9,2.9,2170-12-30,Zone 2,0.72,179.47,337.07,['innondation']
18.8,77.8,2.9,2.9,2170-12-30,Zone 1,0.78,263.89,711.12,['aucun']
18.8,77.8,2.9,2.9,2170-12-30,Zone 3,0.63,108.08,919.43,['aucun']
23.2,67.6,4.7,13.3,2171-12-30,Zone 2,0.58,291.44,127.08,['innondation']
23.2,67.6,4.7,13.3,2171-12-30,Zone 1,0.51,203.67,783.0,['aucun']
23.2,67.6,4.7,13.3,2171-12-30,Zone 3,0.47,199.43,989.74,['innondation']
22.3,41.7,8.0,21.0,2170-03-30,Zone 2,0.71,249.41,315.81,['innondation']
22.3,41.7,8.0,21.0,2170-03-30,Zone 1,0.77,261.97,555.89,['seisme']
22.3,41.7,8.0,21.0,2170-03-30,Zone 3,0.51,188.65,760.25,['innondation']
19.9,63.3,5.4,8.4,2171-03-30,Zone 2,0.7,222.38,561.52,"['innondation', 'seisme']"
19.9,63.3,5.4,8.4,2171-03-30,Zone 1,0.5,279.58,498.15,['aucun']
19.9,63.3,5.4,8.4,2171-03-30,Zone 3,0.34,131.01,869.19,['innondation']
18.2,63.8,4.5,7.3,2170-04-30,Zone 2,0.76,234.3,326.05,"['innondation', 'seisme']"
18.2,63.8,4.5,7.3,2170-04-30,Zone 1,0.57,271.8,783.78,['aucun']
18.2,63.8,4.5,7.3,2170-04-30,Zone 3,0.41,147.28,772.16,['innondation']
24.1,51.7,7.4,15.7,2171-04-30,Zone 2,0.92,220.89,528.48,"['innondation', 'seisme']"
24.1,51.7,7.4,15.7,2171-04-30,Zone 1,0.85,197.73,637.37,['aucun']
24.1,51.7,7.4,15.7,2171-04-30,Zone 3,0.31,142.46,947.58,['aucun']
30.8,53.9,4.9,9.2,2170-05-30,Zone 2,0.69,287.27,920.39,"['innondation', 'seisme']"
30.8,53.9,4.9,9.2,2170-05-30,Zone 1,0.85,156.63,600.14,['aucun']
30.8,53.9,4.9,9.2,2170-05-30,Zone 3,0.33,167.05,584.62,['aucun']
29.9,43.3,3.7,7.1,2171-05-30,Zone 2,0.93,191.89,392.71,['innondation']
29.9,43.3,3.7,7.1,2171-05-30,Zone 1,0.9,253.16,227.97,['aucun']
29.9,43.3,3.7,7.1,2171-05-30,Zone 3,0.46,138.02,716.5,['innondation']
31.4,50.4,3.5,8.3,2170-06-30,Zone 2,0.89,211.36,891.62,"['innondation', 'seisme']"
31.4,50.4,3.5,8.3,2170-06-30,Zone 1,0.91,274.44,392.93,['seisme']
31.4,50.4,3.5,8.3,2170-06-30,Zone 3,0.31,163.05,405.98,['aucun']
30.9,59.4,3.9,11.0,2171-06-30,Zone 2,0.94,247.25,252.72,"['innondation', 'seisme']"
30.9,59.4,3.9,11.0,2171-06-30,Zone 1,0.97,155.75,612.78,['aucun']
30.9,59.4,3.9,11.0,2171-06-30,Zone 3,0.63,154.36,668.93,['innondation']
33.2,53.5,4.4,10.3,2170-07-30,Zone 2,0.82,230.06,360.91,"['innondation', 'seisme']"
33.2,53.5,4.4,10.3,2170-07-30,Zone 1,0.56,287.69,295.87,['aucun']
33.2,53.5,4.4,10.3,2170-07-30,Zone 3,0.43,101.55,659.31,['innondation']
41.3,35.4,4.1,11.2,2171-07-30,Zone 2,0.72,200.74,82.55,"['innondation', 'seisme']"
41.3,35.4,4.1,11.2,2171-07-30,Zone 1,0.61,165.72,417.15,['aucun']
41.3,35.4,4.1,11.2,2171-07-30,Zone 3,0.36,101.04,734.2,['innondation']
41.5,34.1,3.6,7.6,2171-08-30,Zone 2,0.6,238.32,413.62,['aucun']
41.5,34.1,3.6,7.6,2171-08-30,Zone 1,0.91,225.48,741.15,['seisme']
41.5,34.1,3.6,7.6,2171-08-30,Zone 3,0.54,114.78,290.95,['innondation']
24.0,55.6,6.9,14.1,2171-09-30,Zone 2,0.72,217.03,774.39,"['innondation', 'seisme']"
24.0,55.6,6.9,14.1,2171-09-30,Zone 1,0.67,204.34,377.19,['seisme']
24.0,55.6,6.9,14.1,2171-09-30,Zone 3,0.43,122.77,217.97,['innondation']
18.0,73.8,11.3,21.1,2170-01-31,Zone 2,0.5,282.75,535.22,['innondation']
18.0,73.8,11.3,21.1,2170-01-31,Zone 1,0.79,196.21,712.47,['aucun']
18.0,73.8,11.3,21.1,2170-01-31,Zone 3,0.59,113.45,572.48,['innondation']
12.5,82.6,15.1,26.2,2171-01-31,Zone 2,0.56,226.97,131.17,['innondation']
12.5,82.6,15.1,26.2,2171-01-31,Zone 1,0.89,185.02,42.68,['aucun']
12.5,82.6,15.1,26.2,2171-01-31,Zone 3,0.37,153.18,825.76,['innondation']
23.2,68.3,4.6,12.3,2170-10-31,Zone 2,0.72,172.31,582.55,['aucun']
23.2,68.3,4.6,12.3,2170-10-31,Zone 1,0.61,259.97,197.48,['seisme']
23.2,68.3,4.6,12.3,2170-10-31,Zone 3,0.31,104.84,739.24,['innondation']
26.1,50.4,3.9,10.9,2171-10-31,Zone 2,0.72,236.29,946.66,"['innondation', 'seisme']"
26.1,50.4,3.9,10.9,2171-10-31,Zone 1,0.83,250.4,497.98,['seisme']
26.1,50.4,3.9,10.9,2171-10-31,Zone 3,0.35,141.61,839.07,['innondation']
15.7,62.1,2.7,1.5,2170-12-31,Zone 2,0.9,245.21,166.63,"['innondation', 'seisme']"
15.7,62.1,2.7,1.5,2170-12-31,Zone 1,0.77,191.22,98.44,['aucun']
15.7,62.1,2.7,1.5,2170-12-31,Zone 3,0.57,176.51,908.64,['innondation']
23.3,62.2,6.5,18.2,2171-12-31,Zone 2,0.86,179.71,833.37,['innondation']
23.3,62.2,6.5,18.2,2171-12-31,Zone 1,0.58,234.87,210.51,['aucun']
23.3,62.2,6.5,18.2,2171-12-31,Zone 3,0.51,116.38,220.28,['innondation']
19.8,36.2,7.5,18.8,2170-03-31,Zone 2,0.8,152.55,971.26,['aucun']
19.8,36.2,7.5,18.8,2170-03-31,Zone 1,0.94,184.33,10.45,['aucun']
19.8,36.2,7.5,18.8,2170-03-31,Zone 3,0.69,102.57,58.61,['innondation']
19.3,69.1,13.8,23.3,2171-03-31,Zone 2,0.64,249.28,549.97,"['innondation', 'seisme']"
19.3,69.1,13.8,23.3,2171-03-31,Zone 1,0.72,152.04,637.17,['aucun']
19.3,69.1,13.8,23.3,2171-03-31,Zone 3,0.52,176.59,396.02,['innondation']
31.0,49.4,4.5,13.7,2170-05-31,Zone 2,0.77,255.97,306.97,"['innondation', 'seisme']"
31.0,49.4,4.5,13.7,2170-05-31,Zone 1,0.64,249.32,775.28,['aucun']
31.0,49.4,4.5,13.7,2170-05-31,Zone 3,0.65,136.1,113.26,['innondation']
29.9,35.9,4.8,7.2,2171-05-31,Zone 2,0.66,237.72,347.43,"['innondation', 'seisme']"
29.9,35.9,4.8,7.2,2171-05-31,Zone 1,0.52,267.37,584.07,['aucun']
29.9,35.9,4.8,7.2,2171-05-31,Zone 3,0.58,150.25,868.44,['aucun']
29.1,64.2,5.1,10.8,2170-07-31,Zone 2,0.64,157.52,854.66,['aucun']
29.1,64.2,5.1,10.8,2170-07-31,Zone 1,0.93,265.33,60.3,['seisme']
29.1,64.2,5.1,10.8,2170-07-31,Zone 3,0.39,175.9,666.6,['aucun']
44.5,27.8,3.5,9.6,2171-07-31,Zone 2,0.61,155.87,649.64,['innondation']
44.5,27.8,3.5,9.6,2171-07-31,Zone 1,0.97,150.26,45.83,['aucun']
44.5,27.8,3.5,9.6,2171-07-31,Zone 3,0.35,116.18,676.85,['aucun']
35.0,48.1,5.7,9.5,2171-08-31,Zone 2,0.86,255.73,498.72,"['innondation', 'seisme']"
35.0,48.1,5.7,9.5,2171-08-31,Zone 1,0.66,150.9,371.73,['aucun']
35.0,48.1,5.7,9.5,2171-08-31,Zone 3,0.35,121.79,197.61,['aucun']
6.8,63.0,3.2,4.1,2170-01-04,Zone 2,0.87,249.47,858.37,"['innondation', 'seisme']"
6.8,63.0,3.2,4.1,2170-01-04,Zone 1,0.56,195.73,493.99,['aucun']
6.8,63.0,3.2,4.1,2170-01-04,Zone 3,0.52,135.98,614.2,['innondation']
13.7,69.8,4.5,10.8,2171-01-04,Zone 2,0.94,229.56,376.5,"['innondation', 'seisme']"
13.7,69.8,4.5,10.8,2171-01-04,Zone 1,0.57,252.15,440.93,['aucun']
13.7,69.8,4.5,10.8,2171-01-04,Zone 3,0.41,177.72,520.71,['innondation']
25.4,64.4,6.2,10.9,2170-10-04,Zone 2,1.0,268.0,824.35,['seisme']
25.4,64.4,6.2,10.9,2170-10-04,Zone 1,0.92,209.59,473.02,['seisme']
25.4,64.4,6.2,10.9,2170-10-04,Zone 3,0.46,182.46,98.7,['aucun']
26.1,61.7,3.0,3.3,2171-10-04,Zone 2,0.54,284.35,38.49,['innondation']
26.1,61.7,3.0,3.3,2171-10-04,Zone 1,0.76,186.9,682.17,['aucun']
26.1,61.7,3.0,3.3,2171-10-04,Zone 3,0.37,174.84,333.93,['innondation']
12.9,72.3,3.5,5.4,2170-11-04,Zone 2,0.84,238.78,404.23,['aucun']
12.9,72.3,3.5,5.4,2170-11-04,Zone 1,0.52,214.25,256.57,['aucun']
12.9,72.3,3.5,5.4,2170-11-04,Zone 3,0.45,195.27,615.74,['innondation']
16.9,59.6,15.5,24.5,2171-11-04,Zone 2,0.74,219.34,42.11,"['innondation', 'seisme']"
16.9,59.6,15.5,24.5,2171-11-04,Zone 1,0.62,232.71,535.37,['seisme']
16.9,59.6,15.5,24.5,2171-11-04,Zone 3,0.59,101.35,689.62,['innondation']
20.2,60.3,15.9,24.6,2170-12-04,Zone 2,0.76,235.58,730.5,"['innondation', 'seisme']"
20.2,60.3,15.9,24.6,2170-12-04,Zone 1,0.67,199.79,621.42,['aucun']
20.2,60.3,15.9,24.6,2170-12-04,Zone 3,0.41,168.09,427.82,['innondation']
14.0,65.4,3.4,4.0,2171-12-04,Zone 2,0.93,181.12,350.89,['innondation']
14.0,65.4,3.4,4.0,2171-12-04,Zone 1,0.69,280.62,473.26,['seisme']
14.0,65.4,3.4,4.0,2171-12-04,Zone 3,0.62,199.6,136.47,['aucun']
20.2,66.8,6.6,14.1,2170-02-04,Zone 2,0.83,268.13,481.77,['aucun']
20.2,66.8,6.6,14.1,2170-02-04,Zone 1,0.94,299.45,646.93,['seisme']
20.2,66.8,6.6,14.1,2170-02-04,Zone 3,0.32,134.4,894.38,['innondation']
17.6,65.6,7.0,10.1,2171-02-04,Zone 2,0.51,164.24,542.66,['innondation']
17.6,65.6,7.0,10.1,2171-02-04,Zone 1,0.94,199.0,732.47,['aucun']
17.6,65.6,7.0,10.1,2171-02-04,Zone 3,0.3,151.91,314.56,['innondation']
17.7,68.2,4.7,10.8,2170-03-04,Zone 2,0.68,255.93,678.05,"['innondation', 'seisme']"
17.7,68.2,4.7,10.8,2170-03-04,Zone 1,0.91,191.99,9.25,['aucun']
17.7,68.2,4.7,10.8,2170-03-04,Zone 3,0.69,159.98,386.32,['innondation']
17.5,69.5,12.4,19.4,2171-03-04,Zone 2,0.85,240.89,400.77,"['innondation', 'seisme']"
17.5,69.5,12.4,19.4,2171-03-04,Zone 1,0.94,246.12,268.35,['aucun']
17.5,69.5,12.4,19.4,2171-03-04,Zone 3,0.45,163.53,172.21,['aucun']
17.8,50.0,5.2,10.1,2170-04-04,Zone 2,0.51,169.5,518.72,['innondation']
17.8,50.0,5.2,10.1,2170-04-04,Zone 1,0.58,226.62,443.8,['aucun']
17.8,50.0,5.2,10.1,2170-04-04,Zone 3,0.42,130.79,747.22,['innondation']
9.4,55.8,4.0,6.0,2171-04-04,Zone 2,0.68,285.16,340.83,"['innondation', 'seisme']"
9.4,55.8,4.0,6.0,2171-04-04,Zone 1,0.68,271.94,297.46,['seisme']
9.4,55.8,4.0,6.0,2171-04-04,Zone 3,0.67,123.76,918.14,['innondation']
20.6,47.9,6.2,13.4,2170-05-04,Zone 2,0.86,245.18,995.75,"['innondation', 'seisme']"
20.6,47.9,6.2,13.4,2170-05-04,Zone 1,0.67,161.58,392.4,['aucun']
20.6,47.9,6.2,13.4,2170-05-04,Zone 3,0.57,199.5,318.48,['innondation']
29.5,65.7,4.7,8.3,2170-06-04,Zone 2,0.7,288.08,873.93,"['innondation', 'seisme']"
29.5,65.7,4.7,8.3,2170-06-04,Zone 1,0.7,228.03,152.04,['seisme']
29.5,65.7,4.7,8.3,2170-06-04,Zone 3,0.69,199.46,231.36,['innondation']
33.0,59.1,2.8,5.6,2171-06-04,Zone 2,0.78,299.29,816.15,"['innondation', 'seisme']"
33.0,59.1,2.8,5.6,2171-06-04,Zone 1,0.73,202.61,67.94,['seisme']
33.0,59.1,2.8,5.6,2171-06-04,Zone 3,0.58,149.01,73.68,['innondation']
36.4,54.0,4.5,10.3,2170-07-04,Zone 2,0.82,297.24,94.96,['seisme']
36.4,54.0,4.5,10.3,2170-07-04,Zone 1,0.88,232.91,685.66,['aucun']
36.4,54.0,4.5,10.3,2170-07-04,Zone 3,0.57,191.63,978.46,['innondation']
34.6,46.9,7.7,14.3,2171-07-04,Zone 2,0.7,289.45,185.56,"['innondation', 'seisme']"
34.6,46.9,7.7,14.3,2171-07-04,Zone 1,0.52,152.55,48.81,['aucun']
34.6,46.9,7.7,14.3,2171-07-04,Zone 3,0.48,101.58,364.05,['aucun']
33.4,53.6,8.2,14.6,2170-08-04,Zone 2,0.88,240.94,838.98,"['innondation', 'seisme']"
33.4,53.6,8.2,14.6,2170-08-04,Zone 1,0.8,192.58,797.33,['aucun']
33.4,53.6,8.2,14.6,2170-08-04,Zone 3,0.54,158.92,151.87,['innondation']
41.7,33.4,4.3,10.8,2171-08-04,Zone 2,0.96,200.47,586.4,['aucun']
41.7,33.4,4.3,10.8,2171-08-04,Zone 1,0.66,165.44,400.96,['aucun']
41.7,33.4,4.3,10.8,2171-08-04,Zone 3,0.7,130.02,773.19,['innondation']
37.7,47.6,4.5,14.2,2171-09-04,Zone 2,0.83,237.41,913.92,['aucun']
37.7,47.6,4.5,14.2,2171-09-04,Zone 1,0.7,271.2,362.27,['aucun']
37.7,47.6,4.5,14.2,2171-09-04,Zone 3,0.64,187.0,782.88,['innondation']
9.2,65.9,3.7,5.7,2170-01-05,Zone 2,0.82,206.06,564.73,"['innondation', 'seisme']"
9.2,65.9,3.7,5.7,2170-01-05,Zone 1,0.96,162.04,2.84,['aucun']
9.2,65.9,3.7,5.7,2170-01-05,Zone 3,0.32,196.66,137.99,['innondation']
13.8,73.9,6.3,12.9,2171-01-05,Zone 2,0.98,256.75,833.8,"['innondation', 'seisme']"
13.8,73.9,6.3,12.9,2171-01-05,Zone 1,0.58,246.45,609.34,['aucun']
13.8,73.9,6.3,12.9,2171-01-05,Zone 3,0.37,175.8,859.59,['innondation']
21.2,65.7,7.2,13.4,2170-10-05,Zone 2,0.88,248.53,375.07,['aucun']
21.2,65.7,7.2,13.4,2170-10-05,Zone 1,0.73,156.37,276.43,['aucun']
21.2,65.7,7.2,13.4,2170-10-05,Zone 3,0.53,128.15,796.66,['innondation']
29.5,58.7,4.6,14.2,2171-10-05,Zone 2,0.92,207.56,913.48,"['innondation', 'seisme']"
29.5,58.7,4.6,14.2,2171-10-05,Zone 1,0.5,267.39,508.71,['aucun']
29.5,58.7,4.6,14.2,2171-10-05,Zone 3,0.61,191.68,486.6,['innondation']
15.0,62.5,6.0,10.5,2170-11-05,Zone 2,0.74,289.3,158.03,"['innondation', 'seisme']"
15.0,62.5,6.0,10.5,2170-11-05,Zone 1,0.7,202.18,230.4,['seisme']
15.0,62.5,6.0,10.5,2170-11-05,Zone 3,0.47,144.29,563.16,['innondation']
13.9,68.3,3.9,5.5,2171-11-05,Zone 2,0.74,194.61,61.4,['aucun']
13.9,68.3,3.9,5.5,2171-11-05,Zone 1,0.79,203.38,761.94,['seisme']
13.9,68.3,3.9,5.5,2171-11-05,Zone 3,0.57,120.12,617.3,['innondation']
-29.7,13.4,3.9,3.8,2170-12-05,Zone 2,0.73,153.85,425.48,['innondation']
-29.7,13.4,3.9,3.8,2170-12-05,Zone 1,0.64,249.24,767.02,['aucun']
-29.7,13.4,3.9,3.8,2170-12-05,Zone 3,0.45,163.24,589.73,['innondation']
13.3,58.9,4.2,5.5,2171-12-05,Zone 2,0.78,296.6,538.36,['innondation']
13.3,58.9,4.2,5.5,2171-12-05,Zone 1,0.63,175.51,273.62,['aucun']
13.3,58.9,4.2,5.5,2171-12-05,Zone 3,0.5,132.62,158.01,['aucun']
22.2,72.2,4.6,16.1,2170-02-05,Zone 2,0.59,276.66,876.34,['innondation']
22.2,72.2,4.6,16.1,2170-02-05,Zone 1,0.77,250.92,409.91,['aucun']
22.2,72.2,4.6,16.1,2170-02-05,Zone 3,0.39,195.16,61.45,['aucun']
6.6,72.1,2.4,0.0,2171-02-05,Zone 2,0.72,291.52,699.43,"['innondation', 'seisme']"
6.6,72.1,2.4,0.0,2171-02-05,Zone 1,0.83,219.25,573.26,['seisme']
6.6,72.1,2.4,0.0,2171-02-05,Zone 3,0.31,111.49,690.16,['innondation']
18.8,52.5,3.3,6.6,2170-03-05,Zone 2,0.66,287.84,437.62,['innondation']
18.8,52.5,3.3,6.6,2170-03-05,Zone 1,0.85,293.79,675.97,['seisme']
18.8,52.5,3.3,6.6,2170-03-05,Zone 3,0.32,101.65,619.23,['aucun']
16.0,66.1,7.9,13.6,2171-03-05,Zone 2,0.68,278.35,49.38,['aucun']
16.0,66.1,7.9,13.6,2171-03-05,Zone 1,0.55,237.24,233.4,['aucun']
16.0,66.1,7.9,13.6,2171-03-05,Zone 3,0.48,168.76,250.73,['aucun']
25.9,34.5,13.0,25.7,2170-04-05,Zone 2,0.76,288.78,829.77,"['innondation', 'seisme']"
25.9,34.5,13.0,25.7,2170-04-05,Zone 1,0.94,178.27,444.42,['aucun']
25.9,34.5,13.0,25.7,2170-04-05,Zone 3,0.62,153.85,786.64,['innondation']
15.4,41.5,3.9,9.2,2171-04-05,Zone 2,0.64,164.31,515.66,['innondation']
15.4,41.5,3.9,9.2,2171-04-05,Zone 1,0.69,219.15,505.55,['seisme']
15.4,41.5,3.9,9.2,2171-04-05,Zone 3,0.32,126.15,212.06,['aucun']
15.3,70.7,2.9,1.2,2170-05-05,Zone 2,0.63,281.28,891.92,"['innondation', 'seisme']"
15.3,70.7,2.9,1.2,2170-05-05,Zone 1,0.62,253.54,623.53,['aucun']
15.3,70.7,2.9,1.2,2170-05-05,Zone 3,0.35,126.2,561.6,['innondation']
23.5,49.3,7.6,17.1,2171-05-05,Zone 2,0.54,259.1,334.24,['aucun']
23.5,49.3,7.6,17.1,2171-05-05,Zone 1,0.75,206.55,628.9,['aucun']
23.5,49.3,7.6,17.1,2171-05-05,Zone 3,0.4,150.22,269.18,['aucun']
33.0,50.2,3.1,7.9,2170-06-05,Zone 2,0.92,294.87,182.52,"['innondation', 'seisme']"
33.0,50.2,3.1,7.9,2170-06-05,Zone 1,0.54,156.49,794.01,['aucun']
