,temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
1150,16.4,58.2,12.3,26.9,0.0,2171-03-19,Zone 1,0.72,254.6,222.08,['seisme']
1151,16.4,58.2,12.3,26.9,0.0,2171-03-19,Zone 2,0.55,266.87,322.66,['innondation']
1152,16.4,58.2,12.3,26.9,0.0,2171-03-19,Zone 3,0.68,232.11,316.6,['seisme']
1153,16.4,58.2,12.3,26.9,0.0,2171-03-19,Zone 4,0.6,107.42,557.36,['innondation']
1154,16.4,58.2,12.3,26.9,0.0,2171-03-19,Zone 5,0.64,176.26,66.53,aucun
1155,23.3,31.6,4.6,8.0,0.0,2170-04-19,Zone 1,0.5,173.42,601.12,aucun
1156,23.3,31.6,4.6,8.0,0.0,2170-04-19,Zone 2,0.87,238.03,485.83,['seisme']
1157,23.3,31.6,4.6,8.0,0.0,2170-04-19,Zone 3,0.79,291.97,254.55,['seisme']
1158,23.3,31.6,4.6,8.0,0.0,2170-04-19,Zone 4,0.5,194.29,911.52,['innondation']
1159,23.3,31.6,4.6,8.0,0.0,2170-04-19,Zone 5,0.56,147.29,315.02,aucun
1160,20.6,64.5,6.8,11.6,0.0,2171-04-19,Zone 1,0.99,203.8,670.61,['seisme']
1161,20.6,64.5,6.8,11.6,0.0,2171-04-19,Zone 2,0.83,226.44,580.03,aucun
1162,20.6,64.5,6.8,11.6,0.0,2171-04-19,Zone 3,0.64,288.01,131.63,['seisme']
1163,20.6,64.5,6.8,11.6,0.0,2171-04-19,Zone 4,0.56,121.59,86.1,['innondation']
1164,20.6,64.5,6.8,11.6,0.0,2171-04-19,Zone 5,0.65,178.77,370.86,aucun
1165,21.2,55.8,10.1,19.6,0.0,2170-05-19,Zone 1,0.76,232.32,349.15,['seisme']
1166,21.2,55.8,10.1,19.6,0.0,2170-05-19,Zone 2,0.95,209.76,822.9,['innondation']
1167,21.2,55.8,10.1,19.6,0.0,2170-05-19,Zone 3,0.52,234.61,412.2,aucun
1168,21.2,55.8,10.1,19.6,0.0,2170-05-19,Zone 4,0.43,182.1,721.81,['innondation']
1169,21.2,55.8,10.1,19.6,0.0,2170-05-19,Zone 5,0.43,123.64,985.14,aucun
1170,28.9,51.5,6.5,19.3,0.0,2171-05-19,Zone 1,0.81,172.16,656.4,aucun
1171,28.9,51.5,6.5,19.3,0.0,2171-05-19,Zone 2,0.58,159.53,134.76,['innondation']
1172,28.9,51.5,6.5,19.3,0.0,2171-05-19,Zone 3,0.95,297.54,528.57,['seisme']
1173,28.9,51.5,6.5,19.3,0.0,2171-05-19,Zone 4,0.52,199.47,655.36,aucun
1174,28.9,51.5,6.5,19.3,0.0,2171-05-19,Zone 5,0.45,171.92,919.68,aucun
1175,37.5,58.1,3.4,12.8,0.0,2170-06-19,Zone 1,0.66,184.96,136.96,aucun
1176,37.5,58.1,3.4,12.8,0.0,2170-06-19,Zone 2,0.83,174.3,640.99,['innondation']
1177,37.5,58.1,3.4,12.8,0.0,2170-06-19,Zone 3,0.87,165.54,21.59,aucun
1178,37.5,58.1,3.4,12.8,0.0,2170-06-19,Zone 4,0.31,191.11,620.44,aucun
1179,37.5,58.1,3.4,12.8,0.0,2170-06-19,Zone 5,0.69,196.1,800.37,['innondation']
1180,39.3,45.7,4.5,18.4,0.0,2171-06-19,Zone 1,0.95,182.76,281.68,aucun
"1181,39.3,45.7,4.5,18.4,0.0,2171-06-19,Zone 2,0.77,239.91,203.37,""['innondation', 'seisme']"""
1182,39.3,45.7,4.5,18.4,0.0,2171-06-19,Zone 3,0.7,259.28,535.91,['seisme']
1183,39.3,45.7,4.5,18.4,0.0,2171-06-19,Zone 4,0.36,100.65,266.47,aucun
1184,39.3,45.7,4.5,18.4,0.0,2171-06-19,Zone 5,0.65,136.32,988.79,['innondation']
1185,38.5,45.5,3.9,8.8,0.0,2170-07-19,Zone 1,0.55,208.9,613.6,aucun
1186,38.5,45.5,3.9,8.8,0.0,2170-07-19,Zone 2,0.85,223.6,863.62,['seisme']
1187,38.5,45.5,3.9,8.8,0.0,2170-07-19,Zone 3,0.62,278.96,523.72,['seisme']
1188,38.5,45.5,3.9,8.8,0.0,2170-07-19,Zone 4,0.4,126.07,29.47,['innondation']
1189,38.5,45.5,3.9,8.8,0.0,2170-07-19,Zone 5,0.47,186.65,59.87,['innondation']
1190,39.7,38.9,3.6,12.1,0.0,2171-07-19,Zone 1,0.7,154.27,613.66,aucun
1191,39.7,38.9,3.6,12.1,0.0,2171-07-19,Zone 2,0.68,241.54,493.45,aucun
1192,39.7,38.9,3.6,12.1,0.0,2171-07-19,Zone 3,0.61,218.67,416.61,aucun
1193,39.7,38.9,3.6,12.1,0.0,2171-07-19,Zone 4,0.34,188.27,317.27,['innondation']
1194,39.7,38.9,3.6,12.1,0.0,2171-07-19,Zone 5,0.47,148.42,117.84,['innondation']
1195,37.7,37.5,6.0,12.9,0.0,2171-08-19,Zone 1,0.63,166.79,758.66,aucun
"1196,37.7,37.5,6.0,12.9,0.0,2171-08-19,Zone 2,0.64,265.18,40.47,""['innondation', 'seisme']"""
1197,37.7,37.5,6.0,12.9,0.0,2171-08-19,Zone 3,0.98,256.78,260.58,['seisme']
1198,37.7,37.5,6.0,12.9,0.0,2171-08-19,Zone 4,0.65,162.8,636.38,['innondation']
1199,37.7,37.5,6.0,12.9,0.0,2171-08-19,Zone 5,0.33,104.76,83.94,['innondation']
1200,31.2,61.7,10.6,17.8,0.0,2170-09-19,Zone 1,0.89,216.33,302.66,['seisme']
1201,31.2,61.7,10.6,17.8,0.0,2170-09-19,Zone 2,0.86,218.91,924.0,['seisme']
1202,31.2,61.7,10.6,17.8,0.0,2170-09-19,Zone 3,0.5,211.9,377.55,aucun
1203,31.2,61.7,10.6,17.8,0.0,2170-09-19,Zone 4,0.57,140.21,492.25,['innondation']
1204,31.2,61.7,10.6,17.8,0.0,2170-09-19,Zone 5,0.49,175.09,558.09,['innondation']
1205,34.8,26.6,2.9,6.9,0.0,2171-09-19,Zone 1,0.88,239.25,531.86,['seisme']
"1206,34.8,26.6,2.9,6.9,0.0,2171-09-19,Zone 2,0.62,273.93,735.68,""['innondation', 'seisme']"""
1207,34.8,26.6,2.9,6.9,0.0,2171-09-19,Zone 3,0.84,241.64,509.42,['seisme']
1208,34.8,26.6,2.9,6.9,0.0,2171-09-19,Zone 4,0.66,136.83,105.71,['innondation']
1209,34.8,26.6,2.9,6.9,0.0,2171-09-19,Zone 5,0.32,145.53,88.56,['innondation']
1210,8.3,62.4,9.3,16.1,0.0,2170-01-02,Zone 1,0.97,243.21,51.05,['seisme']
1211,8.3,62.4,9.3,16.1,0.0,2170-01-02,Zone 2,0.93,296.94,450.04,aucun
1212,8.3,62.4,9.3,16.1,0.0,2170-01-02,Zone 3,0.65,212.5,204.88,['seisme']
1213,8.3,62.4,9.3,16.1,0.0,2170-01-02,Zone 4,0.36,102.09,231.28,aucun
1214,8.3,62.4,9.3,16.1,0.0,2170-01-02,Zone 5,0.58,102.71,117.68,['innondation']
1215,16.3,68.4,3.1,3.6,0.0,2171-01-02,Zone 1,0.78,288.66,645.39,aucun
1216,16.3,68.4,3.1,3.6,0.0,2171-01-02,Zone 2,0.8,186.67,651.81,['innondation']
1217,16.3,68.4,3.1,3.6,0.0,2171-01-02,Zone 3,0.53,230.76,602.37,aucun
1218,16.3,68.4,3.1,3.6,0.0,2171-01-02,Zone 4,0.38,146.24,757.75,aucun
1219,16.3,68.4,3.1,3.6,0.0,2171-01-02,Zone 5,0.55,148.83,275.52,aucun
1220,26.6,60.3,4.5,15.0,0.0,2170-10-02,Zone 1,0.66,231.74,48.75,aucun
"1221,26.6,60.3,4.5,15.0,0.0,2170-10-02,Zone 2,0.81,287.96,145.65,""['innondation', 'seisme']"""
1222,26.6,60.3,4.5,15.0,0.0,2170-10-02,Zone 3,0.86,160.2,509.21,aucun
1223,26.6,60.3,4.5,15.0,0.0,2170-10-02,Zone 4,0.44,174.83,461.15,['innondation']
1224,26.6,60.3,4.5,15.0,0.0,2170-10-02,Zone 5,0.32,192.29,883.81,['innondation']
1225,25.1,56.9,3.8,5.3,0.0,2171-10-02,Zone 1,0.98,161.78,148.2,aucun
1226,25.1,56.9,3.8,5.3,0.0,2171-10-02,Zone 2,0.9,155.87,287.63,['innondation']
1227,25.1,56.9,3.8,5.3,0.0,2171-10-02,Zone 3,0.87,189.53,24.25,aucun
1228,25.1,56.9,3.8,5.3,0.0,2171-10-02,Zone 4,0.53,135.81,100.39,['innondation']
1229,25.1,56.9,3.8,5.3,0.0,2171-10-02,Zone 5,0.31,106.53,25.95,['innondation']
1230,20.8,59.4,7.6,13.5,0.0,2170-11-02,Zone 1,0.61,232.74,634.61,['seisme']
"1231,20.8,59.4,7.6,13.5,0.0,2170-11-02,Zone 2,0.92,297.38,118.97,""['innondation', 'seisme']"""
1232,20.8,59.4,7.6,13.5,0.0,2170-11-02,Zone 3,0.79,205.78,637.88,['seisme']
1233,20.8,59.4,7.6,13.5,0.0,2170-11-02,Zone 4,0.65,124.7,417.38,['innondation']
1234,20.8,59.4,7.6,13.5,0.0,2170-11-02,Zone 5,0.41,108.81,618.18,['innondation']
1235,13.3,66.4,10.7,17.9,0.0,2170-12-02,Zone 1,0.77,269.62,711.62,aucun
1236,13.3,66.4,10.7,17.9,0.0,2170-12-02,Zone 2,0.65,219.16,3.09,['seisme']
1237,13.3,66.4,10.7,17.9,0.0,2170-12-02,Zone 3,0.52,220.03,296.5,aucun
1238,13.3,66.4,10.7,17.9,0.0,2170-12-02,Zone 4,0.56,129.97,656.38,aucun
1239,13.3,66.4,10.7,17.9,0.0,2170-12-02,Zone 5,0.42,130.25,569.82,['innondation']
1240,13.7,64.6,3.2,4.1,0.0,2171-12-02,Zone 1,0.71,216.03,628.34,['seisme']
1241,13.7,64.6,3.2,4.1,0.0,2171-12-02,Zone 2,0.87,284.08,405.77,aucun
1242,13.7,64.6,3.2,4.1,0.0,2171-12-02,Zone 3,0.98,269.74,121.37,aucun
1243,13.7,64.6,3.2,4.1,0.0,2171-12-02,Zone 4,0.42,109.42,782.64,aucun
1244,13.7,64.6,3.2,4.1,0.0,2171-12-02,Zone 5,0.57,114.55,682.76,aucun
1245,12.0,66.6,7.1,11.7,0.0,2171-02-02,Zone 1,0.6,238.9,34.26,aucun
"1246,12.0,66.6,7.1,11.7,0.0,2171-02-02,Zone 2,0.8,287.68,740.28,""['innondation', 'seisme']"""
1247,12.0,66.6,7.1,11.7,0.0,2171-02-02,Zone 3,0.74,258.58,615.73,['seisme']
1248,12.0,66.6,7.1,11.7,0.0,2171-02-02,Zone 4,0.61,181.97,566.01,['innondation']
1249,12.0,66.6,7.1,11.7,0.0,2171-02-02,Zone 5,0.56,174.69,303.7,aucun
1250,20.3,59.8,10.3,25.9,0.0,2170-03-02,Zone 1,0.84,175.89,285.86,aucun
1251,20.3,59.8,10.3,25.9,0.0,2170-03-02,Zone 2,0.84,151.22,262.09,['innondation']
1252,20.3,59.8,10.3,25.9,0.0,2170-03-02,Zone 3,0.55,196.74,586.54,aucun
1253,20.3,59.8,10.3,25.9,0.0,2170-03-02,Zone 4,0.54,169.71,644.47,['innondation']
1254,20.3,59.8,10.3,25.9,0.0,2170-03-02,Zone 5,0.58,160.01,979.29,['innondation']
1255,14.3,67.9,5.6,12.5,0.1,2171-03-02,Zone 1,0.75,194.32,615.14,aucun
1256,14.3,67.9,5.6,12.5,0.1,2171-03-02,Zone 2,0.78,247.83,140.6,['innondation']
1257,14.3,67.9,5.6,12.5,0.1,2171-03-02,Zone 3,0.69,184.26,730.82,aucun
1258,14.3,67.9,5.6,12.5,0.1,2171-03-02,Zone 4,0.7,119.4,635.06,['innondation']
1259,14.3,67.9,5.6,12.5,0.1,2171-03-02,Zone 5,0.49,108.49,293.2,['innondation']
1260,20.9,45.8,6.0,11.0,0.0,2170-04-02,Zone 1,0.96,244.47,509.3,aucun
"1261,20.9,45.8,6.0,11.0,0.0,2170-04-02,Zone 2,0.67,228.32,127.71,""['innondation', 'seisme']"""
1262,20.9,45.8,6.0,11.0,0.0,2170-04-02,Zone 3,0.52,254.38,190.23,aucun
1263,20.9,45.8,6.0,11.0,0.0,2170-04-02,Zone 4,0.43,151.81,799.77,['innondation']
1264,20.9,45.8,6.0,11.0,0.0,2170-04-02,Zone 5,0.47,123.91,686.01,['innondation']
1265,13.2,52.9,9.3,20.9,0.0,2171-04-02,Zone 1,0.88,150.45,76.33,aucun
1266,13.2,52.9,9.3,20.9,0.0,2171-04-02,Zone 2,0.57,299.9,746.58,['innondation']
1267,13.2,52.9,9.3,20.9,0.0,2171-04-02,Zone 3,0.86,157.61,551.39,aucun
1268,13.2,52.9,9.3,20.9,0.0,2171-04-02,Zone 4,0.53,187.53,841.21,aucun
1269,13.2,52.9,9.3,20.9,0.0,2171-04-02,Zone 5,0.39,139.46,393.18,['innondation']
1270,18.6,47.0,5.4,9.4,0.0,2170-05-02,Zone 1,0.99,280.14,398.18,['seisme']
1271,18.6,47.0,5.4,9.4,0.0,2170-05-02,Zone 2,0.58,296.19,318.99,['innondation']
1272,18.6,47.0,5.4,9.4,0.0,2170-05-02,Zone 3,0.78,245.91,565.13,['seisme']
1273,18.6,47.0,5.4,9.4,0.0,2170-05-02,Zone 4,0.58,152.75,455.22,['innondation']
1274,18.6,47.0,5.4,9.4,0.0,2170-05-02,Zone 5,0.52,146.26,489.1,aucun
1275,18.5,67.6,5.6,10.9,0.0,2171-05-02,Zone 1,0.59,205.94,693.94,aucun
1276,18.5,67.6,5.6,10.9,0.0,2171-05-02,Zone 2,0.71,220.91,986.63,['innondation']
1277,18.5,67.6,5.6,10.9,0.0,2171-05-02,Zone 3,0.71,175.87,72.56,aucun
1278,18.5,67.6,5.6,10.9,0.0,2171-05-02,Zone 4,0.35,147.07,31.74,['innondation']
1279,18.5,67.6,5.6,10.9,0.0,2171-05-02,Zone 5,0.53,124.91,535.8,['innondation']
1280,30.0,48.4,3.6,14.5,0.0,2170-06-02,Zone 1,0.66,294.46,207.36,['seisme']
1281,30.0,48.4,3.6,14.5,0.0,2170-06-02,Zone 2,0.91,226.68,77.27,['seisme']
1282,30.0,48.4,3.6,14.5,0.0,2170-06-02,Zone 3,0.97,214.35,263.93,['seisme']
1283,30.0,48.4,3.6,14.5,0.0,2170-06-02,Zone 4,0.39,165.67,823.26,['innondation']
1284,30.0,48.4,3.6,14.5,0.0,2170-06-02,Zone 5,0.61,181.56,551.84,aucun
1285,36.7,44.3,3.0,12.0,0.0,2171-06-02,Zone 1,0.62,280.2,591.42,['seisme']
1286,36.7,44.3,3.0,12.0,0.0,2171-06-02,Zone 2,0.75,189.44,765.52,['innondation']
1287,36.7,44.3,3.0,12.0,0.0,2171-06-02,Zone 3,0.5,197.19,670.49,aucun
1288,36.7,44.3,3.0,12.0,0.0,2171-06-02,Zone 4,0.35,134.96,265.84,aucun
1289,36.7,44.3,3.0,12.0,0.0,2171-06-02,Zone 5,0.61,199.46,586.17,aucun
1290,41.3,39.3,3.2,8.4,0.0,2170-07-02,Zone 1,0.6,275.14,243.74,aucun
"1291,41.3,39.3,3.2,8.4,0.0,2170-07-02,Zone 2,0.92,293.03,559.51,""['innondation', 'seisme']"""
1292,41.3,39.3,3.2,8.4,0.0,2170-07-02,Zone 3,0.8,253.52,343.64,['seisme']
1293,41.3,39.3,3.2,8.4,0.0,2170-07-02,Zone 4,0.42,195.18,464.99,['innondation']
1294,41.3,39.3,3.2,8.4,0.0,2170-07-02,Zone 5,0.41,149.43,212.19,['innondation']
1295,34.8,42.8,2.3,6.2,0.0,2171-07-02,Zone 1,0.5,168.61,408.15,aucun
"1296,34.8,42.8,2.3,6.2,0.0,2171-07-02,Zone 2,0.9,276.65,297.05,""['innondation', 'seisme']"""
1297,34.8,42.8,2.3,6.2,0.0,2171-07-02,Zone 3,0.89,259.98,28.25,aucun
1298,34.8,42.8,2.3,6.2,0.0,2171-07-02,Zone 4,0.56,179.46,705.74,['innondation']
1299,34.8,42.8,2.3,6.2,0.0,2171-07-02,Zone 5,0.46,173.44,88.46,['innondation']
1300,31.1,54.7,2.6,6.0,0.0,2170-08-02,Zone 1,0.74,210.87,747.4,['seisme']
1301,31.1,54.7,2.6,6.0,0.0,2170-08-02,Zone 2,0.59,267.04,451.96,aucun
1302,31.1,54.7,2.6,6.0,0.0,2170-08-02,Zone 3,0.52,296.22,104.2,aucun
1303,31.1,54.7,2.6,6.0,0.0,2170-08-02,Zone 4,0.68,125.6,68.45,aucun
1304,31.1,54.7,2.6,6.0,0.0,2170-08-02,Zone 5,0.37,174.8,281.45,['innondation']
1305,43.1,27.9,3.0,7.2,0.0,2171-08-02,Zone 1,0.6,213.8,208.16,aucun
"1306,43.1,27.9,3.0,7.2,0.0,2171-08-02,Zone 2,0.69,279.19,533.9,""['innondation', 'seisme']"""
1307,43.1,27.9,3.0,7.2,0.0,2171-08-02,Zone 3,0.87,264.79,404.55,['seisme']
1308,43.1,27.9,3.0,7.2,0.0,2171-08-02,Zone 4,0.45,161.19,682.42,aucun
1309,43.1,27.9,3.0,7.2,0.0,2171-08-02,Zone 5,0.49,164.83,466.35,['innondation']
1310,36.7,39.6,4.4,11.1,0.0,2171-09-02,Zone 1,0.63,257.8,569.25,['seisme']
1311,36.7,39.6,4.4,11.1,0.0,2171-09-02,Zone 2,0.99,178.7,378.16,aucun
1312,36.7,39.6,4.4,11.1,0.0,2171-09-02,Zone 3,0.79,244.82,443.38,['seisme']
1313,36.7,39.6,4.4,11.1,0.0,2171-09-02,Zone 4,0.34,152.33,824.53,aucun
1314,36.7,39.6,4.4,11.1,0.0,2171-09-02,Zone 5,0.32,189.13,380.66,aucun
1315,16.8,66.5,5.4,11.9,0.0,2170-01-20,Zone 1,0.8,221.82,738.81,aucun
1316,16.8,66.5,5.4,11.9,0.0,2170-01-20,Zone 2,0.69,237.71,998.4,aucun
1317,16.8,66.5,5.4,11.9,0.0,2170-01-20,Zone 3,0.88,253.75,362.97,['seisme']
1318,16.8,66.5,5.4,11.9,0.0,2170-01-20,Zone 4,0.59,112.24,349.29,aucun
1319,16.8,66.5,5.4,11.9,0.0,2170-01-20,Zone 5,0.38,153.93,193.86,aucun
1320,12.7,64.9,4.2,7.1,0.0,2171-01-20,Zone 1,0.51,163.16,102.66,aucun
"1321,12.7,64.9,4.2,7.1,0.0,2171-01-20,Zone 2,0.72,261.39,446.53,""['innondation', 'seisme']"""
1322,12.7,64.9,4.2,7.1,0.0,2171-01-20,Zone 3,0.63,243.8,544.98,['seisme']
1323,12.7,64.9,4.2,7.1,0.0,2171-01-20,Zone 4,0.63,147.86,960.82,['innondation']
1324,12.7,64.9,4.2,7.1,0.0,2171-01-20,Zone 5,0.5,115.91,300.86,['innondation']
1325,21.8,76.6,5.4,9.3,0.0,2170-10-20,Zone 1,0.55,241.42,681.78,aucun
1326,21.8,76.6,5.4,9.3,0.0,2170-10-20,Zone 2,0.75,193.28,293.38,aucun
1327,21.8,76.6,5.4,9.3,0.0,2170-10-20,Zone 3,0.99,277.55,169.12,['seisme']
1328,21.8,76.6,5.4,9.3,0.0,2170-10-20,Zone 4,0.62,149.58,285.13,['innondation']
1329,21.8,76.6,5.4,9.3,0.0,2170-10-20,Zone 5,0.67,118.06,549.77,aucun
1330,26.6,57.8,3.9,14.0,0.0,2171-10-20,Zone 1,0.74,285.43,292.65,['seisme']
1331,26.6,57.8,3.9,14.0,0.0,2171-10-20,Zone 2,0.78,238.66,94.75,aucun
1332,26.6,57.8,3.9,14.0,0.0,2171-10-20,Zone 3,0.97,299.04,629.21,aucun
1333,26.6,57.8,3.9,14.0,0.0,2171-10-20,Zone 4,0.57,117.02,2.26,['innondation']
1334,26.6,57.8,3.9,14.0,0.0,2171-10-20,Zone 5,0.43,129.6,278.29,['innondation']
1335,11.4,71.4,5.6,8.7,0.0,2171-11-20,Zone 1,0.71,190.79,638.83,aucun
1336,11.4,71.4,5.6,8.7,0.0,2171-11-20,Zone 2,0.89,165.09,10.97,aucun
1337,11.4,71.4,5.6,8.7,0.0,2171-11-20,Zone 3,0.5,243.06,62.04,aucun
1338,11.4,71.4,5.6,8.7,0.0,2171-11-20,Zone 4,0.5,150.57,794.18,['innondation']
1339,11.4,71.4,5.6,8.7,0.0,2171-11-20,Zone 5,0.46,120.68,951.08,aucun
1340,9.1,69.4,2.8,1.9,0.0,2170-12-20,Zone 1,0.6,221.26,361.05,aucun
1341,9.1,69.4,2.8,1.9,0.0,2170-12-20,Zone 2,0.71,166.62,917.04,['innondation']
1342,9.1,69.4,2.8,1.9,0.0,2170-12-20,Zone 3,0.94,286.62,599.09,aucun
1343,9.1,69.4,2.8,1.9,0.0,2170-12-20,Zone 4,0.56,198.81,980.06,['innondation']
1344,9.1,69.4,2.8,1.9,0.0,2170-12-20,Zone 5,0.55,138.51,27.5,['innondation']
1345,17.5,70.9,5.2,15.6,0.0,2171-12-20,Zone 1,0.98,207.92,502.52,['seisme']
1346,17.5,70.9,5.2,15.6,0.0,2171-12-20,Zone 2,0.94,190.93,611.87,['innondation']
1347,17.5,70.9,5.2,15.6,0.0,2171-12-20,Zone 3,0.73,207.08,613.21,aucun
1348,17.5,70.9,5.2,15.6,0.0,2171-12-20,Zone 4,0.36,184.75,167.25,['innondation']
1349,17.5,70.9,5.2,15.6,0.0,2171-12-20,Zone 5,0.64,105.87,499.13,['innondation']
1350,22.3,63.2,12.8,34.2,0.0,2170-02-20,Zone 1,0.89,255.75,704.95,aucun
1351,22.3,63.2,12.8,34.2,0.0,2170-02-20,Zone 2,0.93,199.6,865.58,['innondation']
1352,22.3,63.2,12.8,34.2,0.0,2170-02-20,Zone 3,0.81,164.13,477.79,aucun
1353,22.3,63.2,12.8,34.2,0.0,2170-02-20,Zone 4,0.51,194.96,802.39,['innondation']
1354,22.3,63.2,12.8,34.2,0.0,2170-02-20,Zone 5,0.43,111.49,694.86,aucun
1355,12.4,58.4,8.6,14.1,0.0,2171-02-20,Zone 1,0.91,243.94,632.78,['seisme']
1356,12.4,58.4,8.6,14.1,0.0,2171-02-20,Zone 2,0.6,275.11,663.39,aucun
1357,12.4,58.4,8.6,14.1,0.0,2171-02-20,Zone 3,0.84,172.71,295.08,aucun
1358,12.4,58.4,8.6,14.1,0.0,2171-02-20,Zone 4,0.62,152.57,256.12,['innondation']
1359,12.4,58.4,8.6,14.1,0.0,2171-02-20,Zone 5,0.6,187.45,69.81,aucun
1360,11.8,47.3,7.6,17.5,0.0,2170-03-20,Zone 1,0.53,248.24,240.12,aucun
1361,11.8,47.3,7.6,17.5,0.0,2170-03-20,Zone 2,0.55,242.74,824.87,['innondation']
1362,11.8,47.3,7.6,17.5,0.0,2170-03-20,Zone 3,0.81,291.96,712.34,['seisme']
1363,11.8,47.3,7.6,17.5,0.0,2170-03-20,Zone 4,0.64,104.49,328.88,['innondation']
1364,11.8,47.3,7.6,17.5,0.0,2170-03-20,Zone 5,0.45,120.77,863.88,['innondation']
1365,17.5,68.2,13.4,31.7,0.0,2171-03-20,Zone 1,0.95,271.52,681.86,['seisme']
1366,17.5,68.2,13.4,31.7,0.0,2171-03-20,Zone 2,0.91,176.25,471.75,aucun
1367,17.5,68.2,13.4,31.7,0.0,2171-03-20,Zone 3,0.74,207.17,786.28,['seisme']
1368,17.5,68.2,13.4,31.7,0.0,2171-03-20,Zone 4,0.64,127.27,812.24,['innondation']
1369,17.5,68.2,13.4,31.7,0.0,2171-03-20,Zone 5,0.67,153.11,927.85,aucun
1370,23.3,42.4,4.2,7.1,0.0,2170-04-20,Zone 1,0.65,155.32,707.67,aucun
"1371,23.3,42.4,4.2,7.1,0.0,2170-04-20,Zone 2,0.64,232.69,626.09,""['innondation', 'seisme']"""
1372,23.3,42.4,4.2,7.1,0.0,2170-04-20,Zone 3,0.7,260.79,173.68,['seisme']
1373,23.3,42.4,4.2,7.1,0.0,2170-04-20,Zone 4,0.36,138.44,978.03,['innondation']
1374,23.3,42.4,4.2,7.1,0.0,2170-04-20,Zone 5,0.62,154.96,833.13,['innondation']
1375,19.0,76.2,5.1,7.3,0.1,2171-04-20,Zone 1,0.68,220.22,21.38,['seisme']
1376,19.0,76.2,5.1,7.3,0.1,2171-04-20,Zone 2,0.83,280.62,481.52,aucun
1377,19.0,76.2,5.1,7.3,0.1,2171-04-20,Zone 3,0.68,217.25,710.13,['seisme']
1378,19.0,76.2,5.1,7.3,0.1,2171-04-20,Zone 4,0.34,188.86,328.65,aucun
1379,19.0,76.2,5.1,7.3,0.1,2171-04-20,Zone 5,0.34,119.18,742.78,['innondation']
1380,28.7,35.1,3.8,8.1,0.0,2170-05-20,Zone 1,0.96,245.61,757.41,['seisme']
1381,28.7,35.1,3.8,8.1,0.0,2170-05-20,Zone 2,0.63,189.07,740.15,['innondation']
1382,28.7,35.1,3.8,8.1,0.0,2170-05-20,Zone 3,0.55,226.72,612.95,aucun
1383,28.7,35.1,3.8,8.1,0.0,2170-05-20,Zone 4,0.59,156.3,564.86,aucun
1384,28.7,35.1,3.8,8.1,0.0,2170-05-20,Zone 5,0.35,184.07,633.56,['innondation']
1385,31.2,55.2,4.5,13.3,0.0,2171-05-20,Zone 1,0.65,264.83,780.37,['seisme']
1386,31.2,55.2,4.5,13.3,0.0,2171-05-20,Zone 2,0.55,221.84,639.89,aucun
1387,31.2,55.2,4.5,13.3,0.0,2171-05-20,Zone 3,0.66,212.7,738.8,['seisme']
1388,31.2,55.2,4.5,13.3,0.0,2171-05-20,Zone 4,0.42,196.6,669.71,aucun
1389,31.2,55.2,4.5,13.3,0.0,2171-05-20,Zone 5,0.55,166.11,548.24,aucun
1390,37.6,53.4,2.3,7.1,0.0,2170-06-20,Zone 1,0.99,247.59,43.88,aucun
"1391,37.6,53.4,2.3,7.1,0.0,2170-06-20,Zone 2,0.7,203.89,209.96,""['innondation', 'seisme']"""
1392,37.6,53.4,2.3,7.1,0.0,2170-06-20,Zone 3,0.7,235.05,25.47,['seisme']
1393,37.6,53.4,2.3,7.1,0.0,2170-06-20,Zone 4,0.56,166.24,331.99,['innondation']
1394,37.6,53.4,2.3,7.1,0.0,2170-06-20,Zone 5,0.63,139.41,548.3,['innondation']
1395,37.0,40.8,4.2,13.3,0.0,2171-06-20,Zone 1,0.71,245.17,642.24,['seisme']
"1396,37.0,40.8,4.2,13.3,0.0,2171-06-20,Zone 2,0.71,262.13,614.7,""['innondation', 'seisme']"""
1397,37.0,40.8,4.2,13.3,0.0,2171-06-20,Zone 3,0.63,257.21,569.63,['seisme']
1398,37.0,40.8,4.2,13.3,0.0,2171-06-20,Zone 4,0.68,120.99,324.91,aucun
1399,37.0,40.8,4.2,13.3,0.0,2171-06-20,Zone 5,0.56,153.86,85.2,['innondation']
1400,44.2,36.8,3.9,10.6,0.0,2170-07-20,Zone 1,0.72,194.92,775.84,aucun
"1401,44.2,36.8,3.9,10.6,0.0,2170-07-20,Zone 2,0.98,250.9,666.94,""['innondation', 'seisme']"""
1402,44.2,36.8,3.9,10.6,0.0,2170-07-20,Zone 3,0.94,230.43,480.23,['seisme']
1403,44.2,36.8,3.9,10.6,0.0,2170-07-20,Zone 4,0.54,140.73,740.49,['innondation']
1404,44.2,36.8,3.9,10.6,0.0,2170-07-20,Zone 5,0.46,185.89,417.42,['innondation']
1405,36.1,45.3,5.4,13.6,0.0,2171-07-20,Zone 1,0.55,233.33,34.85,aucun
1406,36.1,45.3,5.4,13.6,0.0,2171-07-20,Zone 2,0.69,286.09,445.83,['innondation']
1407,36.1,45.3,5.4,13.6,0.0,2171-07-20,Zone 3,0.97,221.03,560.04,['seisme']
